Name,Year of Release,Genres,Rating,Actors,Director,Description,Image
Unforgiven,1992,Drama Western ,8.2,ClintEastwood GeneHackman MorganFreeman ,ClintEastwood,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""","https://m.media-amazon.com/images/M/MV5BODM3YWY4NmQtN2Y3Ni00OTg0LWFhZGQtZWE3ZWY4MTJlOWU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX72_CR0,1,72,107_.jpg"
Air,2023,Drama Sport ,7.4,MattDamon JasonBateman BenAffleck ,BenAffleck,"Follows the history of sports marketing executive Sonny Vaccaro, and how he led Nike in its pursuit of the greatest athlete in the history of basketball, Michael Jordan.","https://m.media-amazon.com/images/M/MV5BYmNlOTNlYjUtM2U3Yy00M2ZjLTkxZDQtN2NiNGZiZDI0ZjE3XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX72_CR0,0,72,107_.jpg"
Oblivion,2013,Action Adventure Sci-Fi ,7,TomCruise MorganFreeman AndreaRiseborough ,JosephKosinski,A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.,"https://m.media-amazon.com/images/M/MV5BMTQwMDY0MTA4MF5BMl5BanBnXkFtZTcwNzI3MDgxOQ@@._V1_QL75_UX72_CR0,4,72,107_.jpg"
The Count of Monte Cristo,2002,Action Adventure Drama ,7.7,JimCaviezel GuyPearce ChristopherAdamson ,KevinReynolds,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.","https://m.media-amazon.com/images/M/MV5BMDM0ZWRjZDgtZWI0MS00ZTIzLTg4MWYtZjU5MDEyMDU0ODBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Groundhog Day,1993,Comedy Drama Fantasy ,8,BillMurray AndieMacDowell ChrisElliott ,HaroldRamis,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day.","https://m.media-amazon.com/images/M/MV5BZWIxNzM5YzQtY2FmMS00Yjc3LWI1ZjUtNGVjMjMzZTIxZTIxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Stripes,1981,Comedy War ,6.8,BillMurray JohnCandy HaroldRamis ,IvanReitman,Two friends who are dissatisfied with their jobs decide to join the army for a bit of fun.,"https://m.media-amazon.com/images/M/MV5BYTFiM2U0MjktNjUyMy00YzdhLWE0ZmUtNDUxNTA0MjhjZjBlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX72_CR0,2,72,107_.jpg"
You Should Have Left,2020,Horror Mystery Thriller ,5.4,KevinBacon AmandaSeyfried AveryTiiuEssex ,DavidKoepp,"A former banker, his actress wife, and their spirited daughter book a vacation at an isolated modern home in the Welsh countryside where nothing is quite as it seems.","https://m.media-amazon.com/images/M/MV5BYTMxMTJhNWQtYzQwMC00MThhLTkzNjMtMDljMGE1MmE1NWM2XkEyXkFqcGdeQXVyODkxMzcxOTY@._V1_QL75_UX72_CR0,3,72,107_.jpg"
Forgetting Sarah Marshall,2008,Comedy Drama Romance ,7.1,KristenBell JasonSegel PaulRudd ,NicholasStoller,"Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend.","https://m.media-amazon.com/images/M/MV5BMTYzODgzMjAyM15BMl5BanBnXkFtZTcwMTI3NzI2MQ@@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Where Danger Lives,1950,Crime Film-Noir Thriller ,6.7,RobertMitchum ClaudeRains FaithDomergue ,JohnFarrow,"A young doctor falls in love with a disturbed young woman, becomes involved in her husband's death, and must flee with her to the Mexican border.","https://m.media-amazon.com/images/M/MV5BOWZjYWY2ZmYtOGYyMi00YjExLTllYzQtMjVhZmUzZjVkNTI3XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_QL75_UX72_CR0,2,72,107_.jpg"
Tusk,2014,Comedy Horror ,5.3,JustinLong MichaelParks HaleyJoelOsment ,KevinSmith,A brash and arrogant podcaster gets more than he bargained for when he travels to Canada to interview a mysterious recluse... who has a rather disturbing fondness for walruses.,"https://m.media-amazon.com/images/M/MV5BNmQyMmUzMmYtMTA4OS00ZmRjLWE0NWYtNjc0ZGM0N2E4YzQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY107_CR0,0,72,107_.jpg"
Spider-Man 3,2007,Action Adventure Sci-Fi ,6.3,TobeyMaguire KirstenDunst TopherGrace ,SamRaimi,"A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.","https://m.media-amazon.com/images/M/MV5BYTk3MDljOWQtNGI2My00OTEzLTlhYjQtOTQ4ODM2MzUwY2IwXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Gangs of New York,2002,Crime Drama ,7.5,LeonardoDiCaprio CameronDiaz DanielDay-Lewis ,MartinScorsese,"In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher, his father's killer.","https://m.media-amazon.com/images/M/MV5BNDg3MmI1ZDYtMDZjYi00ZWRlLTk4NzEtZjY4Y2U0NjE5YmRiXkEyXkFqcGdeQXVyNzAxMjE1NDg@._V1_QL75_UY107_CR0,0,72,107_.jpg"
Fast & Furious Presents: Hobbs & Shaw,2019,Action Adventure Thriller ,6.5,DwayneJohnson JasonStatham IdrisElba ,DavidLeitch,Lawman Luke Hobbs and outcast Deckard Shaw form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.,"https://m.media-amazon.com/images/M/MV5BOTIzYmUyMmEtMWQzNC00YzExLTk3MzYtZTUzYjMyMmRiYzIwXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UY107_CR0,0,72,107_.jpg"
Jurassic World 4,2025,Action Adventure Sci-Fi ,,,,Plot under wraps.,"https://m.media-amazon.com/images/M/MV5BNjMwMDQwYmMtZDM5MS00OGVjLTgyZTctNmNiMDEyNjZhYTdiXkEyXkFqcGdeQXVyNzAyOTQ3OQ@@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Crash,2004,Crime Drama Thriller ,7.7,DonCheadle SandraBullock ThandiweNewton ,PaulHaggis,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.","https://m.media-amazon.com/images/M/MV5BOTk1OTA1MjIyNV5BMl5BanBnXkFtZTcwODQxMTkyMQ@@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Unstoppable,2010,Action Thriller ,6.8,DenzelWashington ChrisPine RosarioDawson ,TonyScott,"With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.","https://m.media-amazon.com/images/M/MV5BMjI4NDQwMDM0N15BMl5BanBnXkFtZTcwMzY1ODMwNA@@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Emma.,2020,Comedy Drama Romance ,6.7,AnyaTaylor-Joy JohnnyFlynn MiaGoth ,AutumndeWilde,"In 1800s England, a well meaning but selfish young woman meddles in the love lives of her friends.","https://m.media-amazon.com/images/M/MV5BOGRiODEzM2QtOTUyYi00MWRlLTg4MzMtZGI0YmUzNWUyMjQ0XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Mission: Impossible,1996,Action Adventure Thriller ,7.2,TomCruise JonVoight EmmanuelleBéart ,BrianDePalma,"An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.","https://m.media-amazon.com/images/M/MV5BOTFhMWY3ZTctNTJlOC00Y2UwLThmOGUtMWU4NDI1Yzg4ODRkXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX72_CR0,0,72,107_.jpg"
Rain Man,1988,Drama ,8,DustinHoffman TomCruise ValeriaGolino ,BarryLevinson,"After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic-savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheritance.","https://m.media-amazon.com/images/M/MV5BMzVjNzI4NzYtMjE4NS00M2IzLWFkOWMtOTYwMWUzN2ZlNGVjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX72_CR0,3,72,107_.jpg"
The Mist,2007,Horror Sci-Fi Thriller ,7.1,ThomasJane MarciaGayHarden LaurieHolden ,FrankDarabont,"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.","https://m.media-amazon.com/images/M/MV5BMTU2NjQyNDY1Ml5BMl5BanBnXkFtZTcwMTk1MDU1MQ@@._V1_QL75_UY107_CR0,0,72,107_.jpg"
Taken,2008,Action Crime Thriller ,7.7,LiamNeeson MaggieGrace FamkeJanssen ,PierreMorel,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.","https://m.media-amazon.com/images/M/MV5BZDA0ODYzZGMtOGI3ZS00YTdjLTk0ZjEtYzA0Zjg3MDM4OTA4XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UY107_CR0,0,72,107_.jpg"
Erin Brockovich,2000,Biography Drama ,7.4,JuliaRoberts AlbertFinney DavidBrisbin ,StevenSoderbergh,An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.,"https://m.media-amazon.com/images/M/MV5BYTA1NWRkNTktNDMxNS00NjE4LWEzMDAtNzA3YzlhYzRhNDA4L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Indiana Jones and the Temple of Doom,1984,Action Adventure ,7.5,HarrisonFord KateCapshaw KeHuyQuan ,StevenSpielberg,"In 1935, Indiana Jones is tasked by Indian villagers with reclaiming a rock stolen from them by a secret cult beneath the catacombs of an ancient palace.","https://m.media-amazon.com/images/M/MV5BYzgzMTIzNzctNmNiZC00ZDYyLWJjNzktMmQ2MDM2ZDkwZGVhXkEyXkFqcGdeQXVyMjM4MzQ4OTQ@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Battleship,2012,Action Adventure Sci-Fi ,5.8,AlexanderSkarsgård BrooklynDecker LiamNeeson ,PeterBerg,A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals.,"https://m.media-amazon.com/images/M/MV5BMjI5NTM5MDA2N15BMl5BanBnXkFtZTcwNjkwMzQxNw@@._V1_QL75_UX72_CR0,4,72,107_.jpg"
"O Brother, Where Art Thou?",2000,Adventure Comedy Crime ,7.7,GeorgeClooney JohnTurturro TimBlakeNelson ,JoelCoen,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.","https://m.media-amazon.com/images/M/MV5BMjZkOTdmMWItOTkyNy00MDdjLTlhNTQtYzU3MzdhZjA0ZDEyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Thor,2011,Action Fantasy ,7,ChrisHemsworth AnthonyHopkins NataliePortman ,KennethBranagh,"The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.","https://m.media-amazon.com/images/M/MV5BOGE4NzU1YTAtNzA3Mi00ZTA2LTg2YmYtMDJmMThiMjlkYjg2XkEyXkFqcGdeQXVyNTgzMDMzMTg@._V1_QL75_UX72_CR0,0,72,107_.jpg"
A Series of Unfortunate Events,2004,Adventure Comedy Family ,6.8,JimCarrey JudeLaw MerylStreep ,BradSilberling,"When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents' vast fortune.","https://m.media-amazon.com/images/M/MV5BMjE3MDM4NTg0NV5BMl5BanBnXkFtZTcwNjI4MTczMw@@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Fantastic Beasts and Where to Find Them,2016,Adventure Family Fantasy ,7.2,EddieRedmayne KatherineWaterston AlisonSudol ,DavidYates,The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school.,"https://m.media-amazon.com/images/M/MV5BMjMxOTM1OTI4MV5BMl5BanBnXkFtZTgwODE5OTYxMDI@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Horizon: An American Saga - Chapter 1,2024,Drama Western ,,,,"Chronicles a multi-faceted, 15-year span of pre-and post-Civil War expansion and settlement of the American west.","https://m.media-amazon.com/images/M/MV5BMzZhOTdiNzctODYwNi00M2U2LWIzZTMtYTM1ZDViNWM4OGRjXkEyXkFqcGdeQXVyMDc5ODIzMw@@._V1_QL75_UY107_CR7,0,72,107_.jpg"
The Blair Witch Project,1999,Horror Mystery ,6.5,HeatherDonahue MichaelC.Williams JoshuaLeonard ,DanielMyrick,"Three film students vanish after traveling into a Maryland forest to film a documentary on the local Blair Witch legend, leaving only their footage behind.","https://m.media-amazon.com/images/M/MV5BNzQ1NDBlNDItMDAyYS00YTI2LTgwMmYtMzAwMzg4NDFlM2ZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX72_CR0,0,72,107_.jpg"
King Arthur: Legend of the Sword,2017,Action Adventure Drama ,6.7,CharlieHunnam AstridBergès-Frisbey JudeLaw ,GuyRitchie,"Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.","https://m.media-amazon.com/images/M/MV5BMjM3ODY3Njc5Ml5BMl5BanBnXkFtZTgwMjQ5NjM5MTI@._V1_QL75_UX72_CR0,0,72,107_.jpg"
They Live,1988,Action Horror Sci-Fi ,7.2,RoddyPiper KeithDavid MegFoster ,JohnCarpenter,They influence our decisions without us knowing it. They numb our senses without us feeling it. They control our lives without us realizing it. They live.,"https://m.media-amazon.com/images/M/MV5BMTQ3MjM3ODU1NV5BMl5BanBnXkFtZTgwMjU3NDU2MTE@._V1_QL75_UX72_CR0,1,72,107_.jpg"
Mission: Impossible - Dead Reckoning Part Two,2025,Action Adventure Thriller ,,,,The 8th entry in the long running Mission Impossible franchise.,"https://m.media-amazon.com/images/M/MV5BZmRkMGFjYWItNWZhZC00ZDY5LTk0ZTgtMDQ0MDE2N2MxNDVlXkEyXkFqcGdeQXVyMTE1NDM4ODk4._V1_QL75_UX72_CR0,1,72,107_.jpg"
Argo,2012,Biography Drama History ,7.7,BenAffleck BryanCranston JohnGoodman ,BenAffleck,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.","https://m.media-amazon.com/images/M/MV5BNzljNjY3MDYtYzc0Ni00YjU0LWIyNDUtNTE0ZDRiMGExMjZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX72_CR0,0,72,107_.jpg"
The Persian Version,2023,Comedy Drama Romance ,6.2,LaylaMohammadi NioushaNoor KamandShafieisabet ,MaryamKeshavarz,"When a large Iranian-American family gathers, a family secret is uncovered that catapults the estranged mother and daughter into an exploration of the past, and to discover they are more alike than they know.","https://m.media-amazon.com/images/M/MV5BMWJiODExMmItOTA3ZC00ZDljLWJkNDQtZjIzNmU3YTI5Y2YzXkEyXkFqcGdeQXVyMTQyODg5MjQw._V1_QL75_UX72_CR0,0,72,107_.jpg"
Event Horizon,1997,Horror Sci-Fi Thriller ,6.6,LaurenceFishburne SamNeill KathleenQuinlan ,PaulW.S.Anderson,A rescue crew is tasked with investigating the mysterious reappearance of a spaceship that had been lost for seven years.,"https://m.media-amazon.com/images/M/MV5BZGI0NDMwNjAtNGEzNC00MzA1LTlkMjQtYjBkYTZlZjAyZWEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX72_CR0,1,72,107_.jpg"
Cobweb,2023,Horror Mystery Thriller ,6,LizzyCaplan AntonyStarr CleopatraColeman ,SamuelBodin,"An eight-year-old boy tries to investigate the mysterious knocking sounds that are coming from inside the walls of his house, unveiling a dark secret that his sinister parents have kept hidden from him.","https://m.media-amazon.com/images/M/MV5BMWI2NjQ2NGYtNDMwYS00YzNlLWFjZTctNzQ5MTRiYzQyZjMzXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX72_CR0,0,72,107_.jpg"
Godzilla,1998,Action Sci-Fi Thriller ,5.4,MatthewBroderick JeanReno MariaPitillo ,RolandEmmerich,French nuclear tests irradiate an iguana into a giant monster that heads off to New York City. The American military must chase the monster across the city to stop it before it reproduces.,"https://m.media-amazon.com/images/M/MV5BNjFlOTI2OGQtMzg0YS00ZGE4LTkwMjEtZDUzYThlOTU5YjQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Shot Caller,2017,Crime Drama Thriller ,7.3,NikolajCoster-Waldau OmariHardwick LakeBell ,RicRomanWaugh,A newly released prisoner is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,"https://m.media-amazon.com/images/M/MV5BMGY0YTM3MjItZmExMy00NDgyLThjNzUtZWQ1MzY2NGRmMjZhXkEyXkFqcGdeQXVyMzYyMzE1NjA@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Mission: Impossible - Rogue Nation,2015,Action Adventure Thriller ,7.4,TomCruise RebeccaFerguson JeremyRenner ,ChristopherMcQuarrie,Ethan and his team take on their most impossible mission yet when they have to eradicate an international rogue organization as highly skilled as they are and committed to destroying the IMF.,"https://m.media-amazon.com/images/M/MV5BOTFmNDA3ZjMtN2Y0MC00NDYyLWFlY2UtNTQ4OTQxMmY1NmVjXkEyXkFqcGdeQXVyNTg4NDQ4NDY@._V1_QL75_UX72_CR0,2,72,107_.jpg"
What's Eating Gilbert Grape,1993,Drama ,7.7,JohnnyDepp LeonardoDiCaprio JulietteLewis ,LasseHallström,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,"https://m.media-amazon.com/images/M/MV5BY2EyZDlhNjItODYzNi00Mzc3LWJjOWUtMTViODU5MTExZWMyL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Straight Outta Compton,2015,Biography Drama History ,7.8,O'SheaJacksonJr. CoreyHawkins JasonMitchell ,F.GaryGray,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.","https://m.media-amazon.com/images/M/MV5BMTA5MzkyMzIxNjJeQTJeQWpwZ15BbWU4MDU0MDk0OTUx._V1_QL75_UX72_CR0,4,72,107_.jpg"
World War Z,2013,Action Adventure Horror ,7,BradPitt MireilleEnos DaniellaKertesz ,MarcForster,Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself.,"https://m.media-amazon.com/images/M/MV5BNDQ4YzFmNzktMmM5ZC00MDZjLTk1OTktNDE2ODE4YjM2MjJjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX72_CR0,2,72,107_.jpg"
Armageddon,1998,Action Adventure Sci-Fi ,6.7,BruceWillis BillyBobThornton BenAffleck ,MichaelBay,"After discovering that an asteroid the size of Texas will impact Earth in less than a month, NASA recruits a misfit team of deep-core drillers to save the planet.","https://m.media-amazon.com/images/M/MV5BMGM0NzE2YjgtZGQ4YS00MmY3LTg4ZDMtYjUwNTNiNTJhNTQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY107_CR1,0,72,107_.jpg"
Predestination,2014,Action Drama Sci-Fi ,7.4,EthanHawke SarahSnook NoahTaylor ,MichaelSpierig,"As his last assignment, a temporal agent is tasked to travel back in time and prevent a bomb attack in New York in 1975. The hunt, however, turns out to be beyond the bounds of possibility.","https://m.media-amazon.com/images/M/MV5BY2NhNTc1OWYtODY0Zi00YjU1LTljNGItNTAzZjY5MjJlNDdmXkEyXkFqcGdeQXVyMTU0NTE4MTkz._V1_QL75_UX72_CR0,0,72,107_.jpg"
Star Wars: Episode VIII - The Last Jedi,2017,Action Adventure Fantasy ,6.9,DaisyRidley JohnBoyega MarkHamill ,RianJohnson,"The Star Wars saga continues as new heroes and galactic legends go on an epic adventure, unlocking mysteries of the Force and shocking revelations of the past.","https://m.media-amazon.com/images/M/MV5BMjQ1MzcxNjg4N15BMl5BanBnXkFtZTgwNzgwMjY4MzI@._V1_QL75_UX72_CR0,0,72,107_.jpg"
The Hobbit: The Battle of the Five Armies,2014,Adventure Fantasy ,7.4,IanMcKellen MartinFreeman RichardArmitage ,PeterJackson,Bilbo and company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.,"https://m.media-amazon.com/images/M/MV5BMTYzNDE3OTQ3MF5BMl5BanBnXkFtZTgwODczMTg4MjE@._V1_QL75_UX72_CR0,0,72,107_.jpg"
The Game,1997,Drama Mystery Thriller ,7.7,MichaelDouglas DeborahKaraUnger SeanPenn ,DavidFincher,"After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him.","https://m.media-amazon.com/images/M/MV5BNWQ2ODFhNWItNTA4NS00MzkyLTgyYzUtZjlhYWE5MmEzY2Q1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX72_CR0,1,72,107_.jpg"
That's My Boy,2012,Comedy Drama ,5.5,AdamSandler AndySamberg LeightonMeester ,SeanAnders,"While in his teens, Donny fathered a son, Todd, and raised him as a single parent until Todd's 18th birthday. Now Donny resurfaces just before Todd's wedding after years apart, sending the groom-to-be's world crashing down.","https://m.media-amazon.com/images/M/MV5BMTM3NDMyNzgzMV5BMl5BanBnXkFtZTcwMjIyMTA1Nw@@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Stargate,1994,Action Adventure Sci-Fi ,7,KurtRussell JamesSpader JayeDavidson ,RolandEmmerich,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.","https://m.media-amazon.com/images/M/MV5BMmIwNTg1ODItMTc0MC00MjAzLWFmOWUtYWIwMDI0ZmYxMTNhXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX72_CR0,1,72,107_.jpg"
Hannibal,2001,Crime Drama Thriller ,6.8,AnthonyHopkins JulianneMoore GaryOldman ,RidleyScott,"Living in exile, Dr. Hannibal Lecter tries to reconnect with now disgraced F.B.I. Agent Clarice Starling, and finds himself a target for revenge from a powerful victim.","https://m.media-amazon.com/images/M/MV5BZDMxMjhiZmItNWMxMC00NzYyLWJiOTYtNGYwOTAyYjU5OWY4XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY107_CR1,0,72,107_.jpg"
Suncoast,2024,Drama ,6.6,NicoParker LauraLinney WoodyHarrelson ,LauraChinn,"While caring for her brother along with her audacious mother, a teenager strikes up a friendship with an eccentric activist who is protesting one of the most landmark medical cases of all time.","https://m.media-amazon.com/images/M/MV5BNjc4NzAxMWMtMmJjZC00NjUzLThmNWQtOWQxMDllZTUxM2IyXkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_QL75_UX72_CR0,0,72,107_.jpg"
